Beginning of Month Date|End of Month Date|sector_id|Sector|Commercial Property Price Index (CPPI)|CPRI
01/06/2017|01/05/2017|25|Health Care - Skilled Nursing|118.24692795|257.06817615
01/06/2017|01/05/2017|31|Health Care - Senior Housing (NNN)|118.45063467|207.40089767
01/06/2017|01/05/2017|32|Health Care - Senior Housing (RIDEA)|129.84487056|211.17250371
01/06/2017|01/05/2017|100|GS Universe|128.20821214|206.75412465
01/06/2017|01/05/2017|101|GS Major Sector|125.23893255|195.38313079
01/07/2017|01/06/2017|13|Retail|125.40013548|201.03138253
01/07/2017|01/06/2017|31|Health Care - Senior Housing (NNN)|118.45063467|208.3107744
01/07/2017|01/06/2017|32|Health Care - Senior Housing (RIDEA)|129.84487056|211.96078174
01/07/2017|01/06/2017|100|GS Universe|128.13090276|207.36025064
01/07/2017|01/06/2017|101|GS Major Sector|125.47151873|196.35574965
01/07/2017|01/06/2017|1|Apartment|134.56314672|212.8624411
01/07/2017|01/06/2017|4|Health Care|135.55067591|235.21653034
01/07/2017|01/06/2017|5|Lodging|102.34510565|174.37248593
01/07/2017|01/06/2017|6|Industrial|127.09536778|207.47883587
01/07/2017|01/06/2017|7|Mall|135.69522876|210.68775476
01/07/2017|01/06/2017|8|Manufactured Home Park|162.61646957|281.03672667
01/07/2017|01/06/2017|9|Office|112.52289736|160.54672924
01/07/2017|01/06/2017|10|Self-Storage|172.91388485|310.64828455
01/07/2017|01/06/2017|11|Strip Center|114.10600412|187.55683081
01/07/2017|01/06/2017|12|Student Housing|135.06365591|224.80995028
01/07/2017|01/06/2017|18|Lab Space|168.56560779|275.99903187
01/07/2017|01/06/2017|20|Net Lease|98.23515117|119.10255575
01/07/2017|01/06/2017|23|Health Care - Medical Office|149.04749979|246.98414328
01/07/2017|01/06/2017|25|Health Care - Skilled Nursing|118.24692795|258.78612039
01/08/2017|01/07/2017|1|Apartment|136.44623153|216.53468246
01/08/2017|01/07/2017|4|Health Care|135.55067591|236.19688098
01/08/2017|01/07/2017|5|Lodging|102.34510565|175.13857481
01/08/2017|01/07/2017|6|Industrial|127.09536778|208.173053
01/08/2017|01/07/2017|7|Mall|135.69522876|211.3446809
01/08/2017|01/07/2017|8|Manufactured Home Park|162.61646957|282.13961837
01/08/2017|01/07/2017|9|Office|112.72132016|161.22700102
01/08/2017|01/07/2017|10|Self-Storage|172.91388485|311.85968735
01/08/2017|01/07/2017|11|Strip Center|114.10600412|188.23850342
01/08/2017|01/07/2017|12|Student Housing|135.06365591|225.70308341
01/08/2017|01/07/2017|13|Retail|125.40013548|201.71011411
01/08/2017|01/07/2017|18|Lab Space|168.56560779|276.91829872
01/08/2017|01/07/2017|20|Net Lease|98.23515117|119.71834962
01/08/2017|01/07/2017|23|Health Care - Medical Office|149.04749979|247.82532681
01/08/2017|01/07/2017|25|Health Care - Skilled Nursing|118.24692795|260.51554538
01/08/2017|01/07/2017|31|Health Care - Senior Housing (NNN)|118.45063467|209.2246428
01/08/2017|01/07/2017|32|Health Care - Senior Housing (RIDEA)|129.84487056|212.7520023
01/08/2017|01/07/2017|100|GS Universe|128.43940405|208.59295035
01/08/2017|01/07/2017|101|GS Major Sector|125.96579683|197.74060472
01/09/2017|01/08/2017|1|Apartment|137.56747942|219.00843598
01/09/2017|01/08/2017|4|Health Care|138.71913975|242.70236182
01/09/2017|01/08/2017|5|Lodging|103.11269394|177.22156874
01/09/2017|01/08/2017|6|Industrial|129.14615617|212.22863655
01/09/2017|01/08/2017|7|Mall|136.46022626|213.19513533
01/09/2017|01/08/2017|8|Manufactured Home Park|164.90150455|287.21137451
01/09/2017|01/08/2017|9|Office|112.9104637|161.89624776
01/09/2017|01/08/2017|10|Self-Storage|172.79539836|312.86211723
01/09/2017|01/08/2017|11|Strip Center|114.93593794|190.29177958
01/09/2017|01/08/2017|12|Student Housing|135.47430253|227.28599092
01/09/2017|01/08/2017|13|Retail|126.20965437|203.6932742
01/09/2017|01/08/2017|18|Lab Space|176.05563413|290.14518569
01/09/2017|01/08/2017|20|Net Lease|98.77784481|120.99870349
01/09/2017|01/08/2017|23|Health Care - Medical Office|159.84973674|266.6305481
01/09/2017|01/08/2017|25|Health Care - Skilled Nursing|115.64549553|256.52518583
01/09/2017|01/08/2017|31|Health Care - Senior Housing (NNN)|118.80598657|210.7701943
01/09/2017|01/08/2017|32|Health Care - Senior Housing (RIDEA)|129.78712935|213.45156689
01/09/2017|01/08/2017|100|GS Universe|129.6170555|211.24169914
01/09/2017|01/08/2017|101|GS Major Sector|126.98885299|199.95968763
01/10/2017|01/09/2017|13|Retail|126.20919868|204.38105909
01/10/2017|01/09/2017|31|Health Care - Senior Housing (NNN)|118.80598657|211.69921393
01/10/2017|01/09/2017|32|Health Care - Senior Housing (RIDEA)|129.78712935|214.25142495
01/10/2017|01/09/2017|100|GS Universe|129.71808901|212.15059499
01/10/2017|01/09/2017|101|GS Major Sector|126.98873836|200.58046172
01/10/2017|01/09/2017|1|Apartment|137.56747942|219.71147853
01/10/2017|01/09/2017|4|Health Care|138.71913975|243.7023421
01/10/2017|01/09/2017|5|Lodging|103.11269394|177.99703282
01/10/2017|01/09/2017|6|Industrial|129.14615617|212.93658822
01/10/2017|01/09/2017|7|Mall|136.45924085|213.85946207
01/10/2017|01/09/2017|8|Manufactured Home Park|164.90150455|288.33775034
01/10/2017|01/09/2017|9|Office|112.9104637|162.30025986
01/10/2017|01/09/2017|10|Self-Storage|172.79539836|314.08186115
01/10/2017|01/09/2017|11|Strip Center|114.93593794|190.98388842
01/10/2017|01/09/2017|12|Student Housing|139.70217967|235.28204698
01/10/2017|01/09/2017|18|Lab Space|176.05563413|291.08050515
01/10/2017|01/09/2017|20|Net Lease|98.77784481|121.62018696
01/10/2017|01/09/2017|23|Health Care - Medical Office|159.84973674|267.47586287
01/10/2017|01/09/2017|25|Health Care - Skilled Nursing|115.64549553|258.28385303
01/11/2017|01/10/2017|1|Apartment|137.56747942|220.41677793
01/11/2017|01/10/2017|4|Health Care|138.12931681|243.67124781
01/11/2017|01/10/2017|5|Lodging|103.11269394|178.77589007
01/11/2017|01/10/2017|6|Industrial|129.14798518|213.64991716
01/11/2017|01/10/2017|7|Mall|128.90885267|202.694405
01/11/2017|01/10/2017|8|Manufactured Home Park|171.72148904|301.39359538
01/11/2017|01/10/2017|9|Office|112.9104637|162.70528017
01/11/2017|01/10/2017|10|Self-Storage|172.79539836|315.30636044
01/11/2017|01/10/2017|11|Strip Center|114.97766455|191.74784975
01/11/2017|01/10/2017|12|Student Housing|139.70217967|236.1854816
01/11/2017|01/10/2017|13|Retail|122.74048535|199.45472808
01/11/2017|01/10/2017|18|Lab Space|176.05563413|292.01883974
01/11/2017|01/10/2017|20|Net Lease|98.77784481|122.24486254
01/11/2017|01/10/2017|23|Health Care - Medical Office|159.84973674|268.32385759
01/11/2017|01/10/2017|25|Health Care - Skilled Nursing|112.61278951|253.28842661
01/11/2017|01/10/2017|31|Health Care - Senior Housing (NNN)|118.6206616|212.30209969
01/11/2017|01/10/2017|32|Health Care - Senior Housing (RIDEA)|129.78384906|215.04886521
01/11/2017|01/10/2017|100|GS Universe|129.0566316|211.8156656
01/11/2017|01/10/2017|101|GS Major Sector|126.11665346|199.82587394
01/12/2017|01/11/2017|1|Apartment|138.31709353|222.32540671
01/12/2017|01/11/2017|4|Health Care|138.78853653|245.85030956
01/12/2017|01/11/2017|5|Lodging|103.62825741|180.4520348
01/12/2017|01/11/2017|6|Industrial|131.21174739|217.77669825
01/12/2017|01/11/2017|7|Mall|129.26883445|203.93555489
01/12/2017|01/11/2017|8|Manufactured Home Park|174.03007051|306.57552106
01/12/2017|01/11/2017|9|Office|113.5708394|164.06292021
01/12/2017|01/11/2017|10|Self-Storage|173.76697242|318.30850193
01/12/2017|01/11/2017|11|Strip Center|113.25299958|189.56875461
01/12/2017|01/11/2017|12|Student Housing|140.12033048|237.79932588
01/12/2017|01/11/2017|13|Retail|121.99130992|198.93204484
01/12/2017|01/11/2017|18|Lab Space|177.83460682|295.91093427
01/12/2017|01/11/2017|20|Net Lease|98.38972889|122.39242458
01/12/2017|01/11/2017|23|Health Care - Medical Office|161.35803769|271.70637557
01/12/2017|01/11/2017|25|Health Care - Skilled Nursing|111.82339022|253.33093322
01/12/2017|01/11/2017|31|Health Care - Senior Housing (NNN)|119.50010169|214.81359358
01/12/2017|01/11/2017|32|Health Care - Senior Housing (RIDEA)|130.04341676|216.28482911
01/12/2017|01/11/2017|100|GS Universe|129.54763818|213.37213018
01/12/2017|01/11/2017|101|GS Major Sector|126.78424634|201.50932748
01/01/2018|01/12/2017|13|Retail|121.99130992|199.62808581
01/01/2018|01/12/2017|31|Health Care - Senior Housing (NNN)|119.50010169|215.75945102
01/01/2018|01/12/2017|32|Health Care - Senior Housing (RIDEA)|130.04341676|217.10461934
01/01/2018|01/12/2017|100|GS Universe|129.59742053|214.20955733
01/01/2018|01/12/2017|101|GS Major Sector|126.85384696|202.250121
01/01/2018|01/12/2017|1|Apartment|138.31709353|223.03742601
01/01/2018|01/12/2017|4|Health Care|138.78853653|246.88075546
01/01/2018|01/12/2017|5|Lodging|103.62825741|181.23012823
01/01/2018|01/12/2017|6|Industrial|131.21174739|218.49907443
01/01/2018|01/12/2017|7|Mall|129.26883445|204.61425104
01/01/2018|01/12/2017|8|Manufactured Home Park|174.03007051|307.72501481
01/01/2018|01/12/2017|9|Office|113.8202269|164.83177815
01/01/2018|01/12/2017|10|Self-Storage|173.76697242|319.54993684
01/01/2018|01/12/2017|11|Strip Center|113.25299958|190.26443083
01/01/2018|01/12/2017|12|Student Housing|140.12033048|238.69402299
01/01/2018|01/12/2017|18|Lab Space|177.83460682|296.86962808
01/01/2018|01/12/2017|20|Net Lease|98.38972889|123.02358272
01/01/2018|01/12/2017|23|Health Care - Medical Office|161.35803769|272.56498762
01/01/2018|01/12/2017|25|Health Care - Skilled Nursing|111.82339022|255.17372953
01/02/2018|01/01/2018|1|Apartment|138.4343637|223.94082472
01/02/2018|01/01/2018|4|Health Care|138.78853653|247.91552032
01/02/2018|01/01/2018|5|Lodging|103.62825741|182.01157673
01/02/2018|01/01/2018|6|Industrial|133.90632172|223.7109602
01/02/2018|01/01/2018|7|Mall|129.26883445|205.29520588
01/02/2018|01/01/2018|8|Manufactured Home Park|174.03007051|308.87881854
01/02/2018|01/01/2018|9|Office|113.89266441|165.34633104
01/02/2018|01/01/2018|10|Self-Storage|173.76697242|320.79621346
01/02/2018|01/01/2018|11|Strip Center|110.10250982|185.66985415
01/02/2018|01/01/2018|12|Student Housing|140.12033048|239.59208632
01/02/2018|01/01/2018|13|Retail|120.29452319|197.54991941
01/02/2018|01/01/2018|18|Lab Space|177.83460682|297.83142788
01/02/2018|01/01/2018|20|Net Lease|98.38972889|123.65799564
01/02/2018|01/01/2018|23|Health Care - Medical Office|161.35803769|273.42631295
01/02/2018|01/01/2018|25|Health Care - Skilled Nursing|111.82339022|257.02993082
01/02/2018|01/01/2018|31|Health Care - Senior Housing (NNN)|119.50010169|216.70947322
01/02/2018|01/01/2018|32|Health Care - Senior Housing (RIDEA)|130.04341676|217.92751683
01/02/2018|01/01/2018|100|GS Universe|129.53396195|214.8628697
01/02/2018|01/01/2018|101|GS Major Sector|127.11108286|203.29247036
01/03/2018|01/02/2018|1|Apartment|138.91107121|225.42922555
01/03/2018|01/02/2018|4|Health Care|139.59364701|250.39277692
01/03/2018|01/02/2018|5|Lodging|104.40546934|184.16148159
01/03/2018|01/02/2018|6|Industrial|136.17804902|228.2322371
01/03/2018|01/02/2018|7|Mall|129.03316201|205.60414939
01/03/2018|01/02/2018|8|Manufactured Home Park|176.22050696|313.92466404
01/03/2018|01/02/2018|9|Office|114.12377915|166.09265944
01/03/2018|01/02/2018|10|Self-Storage|174.49780631|323.39656418
01/03/2018|01/02/2018|11|Strip Center|110.45747072|186.96646006
01/03/2018|01/02/2018|12|Student Housing|141.1029135|242.17364957
01/03/2018|01/02/2018|13|Retail|120.37877712|198.38834787
01/03/2018|01/02/2018|18|Lab Space|180.42994586|303.14293041
01/03/2018|01/02/2018|20|Net Lease|98.35284114|124.24931893
01/03/2018|01/02/2018|23|Health Care - Medical Office|162.87457085|276.86017368
01/03/2018|01/02/2018|25|Health Care - Skilled Nursing|111.29416289|257.6831873
01/03/2018|01/02/2018|31|Health Care - Senior Housing (NNN)|120.09317252|218.7391928
01/03/2018|01/02/2018|32|Health Care - Senior Housing (RIDEA)|130.68808199|219.83386714
01/03/2018|01/02/2018|100|GS Universe|130.15862683|216.65990385
01/03/2018|01/02/2018|101|GS Major Sector|127.84636462|205.10251615
01/04/2018|01/03/2018|13|Retail|117.50070148|194.34771999
01/04/2018|01/03/2018|31|Health Care - Senior Housing (NNN)|120.09317252|219.70233527
01/04/2018|01/03/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|220.64454812
01/04/2018|01/03/2018|100|GS Universe|129.16014378|215.76514889
01/04/2018|01/03/2018|101|GS Major Sector|126.46499705|203.52555659
01/04/2018|01/03/2018|1|Apartment|139.26060353|226.71797167
01/04/2018|01/03/2018|4|Health Care|139.95463899|252.09274916
01/04/2018|01/03/2018|5|Lodging|104.40546934|184.95556983
01/04/2018|01/03/2018|6|Industrial|136.17832844|228.97188045
01/04/2018|01/03/2018|7|Mall|122.78232268|196.32817999
01/04/2018|01/03/2018|8|Manufactured Home Park|177.02868294|316.54142283
01/04/2018|01/03/2018|9|Office|111.63252579|162.87961317
01/04/2018|01/03/2018|10|Self-Storage|174.97114927|325.53507019
01/04/2018|01/03/2018|11|Strip Center|110.52669124|187.78558704
01/04/2018|01/03/2018|12|Student Housing|140.44028666|241.94754422
01/04/2018|01/03/2018|18|Lab Space|185.23807859|312.20326698
01/04/2018|01/03/2018|20|Net Lease|98.41606246|124.96992039
01/04/2018|01/03/2018|23|Health Care - Medical Office|162.84571905|277.68602875
01/04/2018|01/03/2018|25|Health Care - Skilled Nursing|111.29416289|259.57799543
01/05/2018|01/04/2018|1|Apartment|140.9617975|230.21316741
01/05/2018|01/04/2018|4|Health Care|139.67576158|252.63746593
01/05/2018|01/04/2018|5|Lodging|104.40546934|185.73557709
01/05/2018|01/04/2018|6|Industrial|136.17832844|229.71345099
01/05/2018|01/04/2018|7|Mall|122.79206222|197.03034722
01/05/2018|01/04/2018|8|Manufactured Home Park|177.02868294|317.72957569
01/05/2018|01/04/2018|9|Office|111.87314745|163.63825489
01/05/2018|01/04/2018|10|Self-Storage|174.97114927|326.80467055
01/05/2018|01/04/2018|11|Strip Center|110.52833928|188.49249026
01/05/2018|01/04/2018|12|Student Housing|140.44028666|242.85784861
01/05/2018|01/04/2018|13|Retail|117.50623779|195.06106497
01/05/2018|01/04/2018|18|Lab Space|185.23807859|313.18511382
01/05/2018|01/04/2018|20|Net Lease|98.41606246|125.61390611
01/05/2018|01/04/2018|23|Health Care - Medical Office|162.84972118|278.57053739
01/05/2018|01/04/2018|25|Health Care - Skilled Nursing|111.29416289|261.41647222
01/05/2018|01/04/2018|31|Health Care - Senior Housing (NNN)|118.8922408|218.47269524
01/05/2018|01/04/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|221.48095838
01/05/2018|01/04/2018|100|GS Universe|129.40814724|216.94462879
01/05/2018|01/04/2018|101|GS Major Sector|126.92085593|204.89850589
01/06/2018|01/05/2018|1|Apartment|142.0596681|232.73290245
01/06/2018|01/05/2018|4|Health Care|140.05576366|254.38236745
01/06/2018|01/05/2018|5|Lodging|107.53763342|192.09094116
01/06/2018|01/05/2018|6|Industrial|142.54197773|241.19199354
01/06/2018|01/05/2018|7|Mall|123.03030154|198.09977773
01/06/2018|01/05/2018|8|Manufactured Home Park|178.30898037|321.22005529
01/06/2018|01/05/2018|9|Office|113.09435641|165.83305387
01/06/2018|01/05/2018|10|Self-Storage|174.91883595|327.98073366
01/06/2018|01/05/2018|11|Strip Center|110.91207439|189.85152766
01/06/2018|01/05/2018|12|Student Housing|140.68906933|244.20178799
01/06/2018|01/05/2018|13|Retail|117.82421029|196.29363437
01/06/2018|01/05/2018|18|Lab Space|187.42584328|317.86893876
01/06/2018|01/05/2018|20|Net Lease|98.36562872|126.19683897
01/06/2018|01/05/2018|23|Health Care - Medical Office|163.55256748|280.65330474
01/06/2018|01/05/2018|25|Health Care - Skilled Nursing|111.30872858|263.30218318
01/06/2018|01/05/2018|31|Health Care - Senior Housing (NNN)|119.02607701|219.7163546
01/06/2018|01/05/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|222.32053927
01/06/2018|01/05/2018|100|GS Universe|130.84915902|220.12870525
01/06/2018|01/05/2018|101|GS Major Sector|129.08297528|209.02954571
01/07/2018|01/06/2018|13|Retail|117.82421029|197.00194899
01/07/2018|01/06/2018|31|Health Care - Senior Housing (NNN)|119.02607701|220.72435196
01/07/2018|01/06/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|223.17574158
01/07/2018|01/06/2018|100|GS Universe|131.02289873|221.19727781
01/07/2018|01/06/2018|101|GS Major Sector|129.08297528|209.67639662
01/07/2018|01/06/2018|1|Apartment|142.0596681|233.46606957
01/07/2018|01/06/2018|4|Health Care|140.05576366|255.45328909
01/07/2018|01/06/2018|5|Lodging|107.53763342|192.88665204
01/07/2018|01/06/2018|6|Industrial|142.54197773|241.94467055
01/07/2018|01/06/2018|7|Mall|123.03030154|198.79114258
01/07/2018|01/06/2018|8|Manufactured Home Park|178.30898037|322.42687985
01/07/2018|01/06/2018|9|Office|113.09435641|166.24744103
01/07/2018|01/06/2018|10|Self-Storage|174.91883595|329.26073659
01/07/2018|01/06/2018|11|Strip Center|110.91207439|190.55908634
01/07/2018|01/06/2018|12|Student Housing|148.17931668|258.12180978
01/07/2018|01/06/2018|18|Lab Space|187.42584328|318.88112336
01/07/2018|01/06/2018|20|Net Lease|98.35931978|126.83905318
01/07/2018|01/06/2018|23|Health Care - Medical Office|163.55256748|281.54205063
01/07/2018|01/06/2018|25|Health Care - Skilled Nursing|111.30872858|265.16676401
01/08/2018|01/07/2018|1|Apartment|142.0596681|234.20154634
01/08/2018|01/07/2018|4|Health Care|140.05576366|256.5287192
01/08/2018|01/07/2018|5|Lodging|107.53763342|193.68565905
01/08/2018|01/07/2018|6|Industrial|142.54197773|242.6996964
01/08/2018|01/07/2018|7|Mall|123.03030154|199.48492029
01/08/2018|01/07/2018|8|Manufactured Home Park|178.30898037|323.63823845
01/08/2018|01/07/2018|9|Office|112.84565254|166.29727177
01/08/2018|01/07/2018|10|Self-Storage|178.38089601|337.06258853
01/08/2018|01/07/2018|11|Strip Center|110.91207439|191.2644734
01/08/2018|01/07/2018|12|Student Housing|148.17931668|259.0385195
01/08/2018|01/07/2018|13|Retail|117.82421029|197.71033393
01/08/2018|01/07/2018|18|Lab Space|187.42584328|319.89653104
01/08/2018|01/07/2018|20|Net Lease|98.35931978|127.49271778
01/08/2018|01/07/2018|23|Health Care - Medical Office|163.55256748|282.43361092
01/08/2018|01/07/2018|25|Health Care - Skilled Nursing|111.30872858|267.04454893
01/08/2018|01/07/2018|31|Health Care - Senior Housing (NNN)|119.02607701|221.73697374
01/08/2018|01/07/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|224.0342336
01/08/2018|01/07/2018|100|GS Universe|131.1021387|222.10938986
01/08/2018|01/07/2018|101|GS Major Sector|129.01200924|210.2093139
01/09/2018|01/08/2018|13|Retail|117.47363953|197.83252905
01/09/2018|01/08/2018|31|Health Care - Senior Housing (NNN)|117.36746146|219.66436033
01/09/2018|01/08/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|224.89602799
01/09/2018|01/08/2018|100|GS Universe|131.68083109|223.87030167
01/09/2018|01/08/2018|101|GS Major Sector|129.54740618|211.73139016
01/09/2018|01/08/2018|1|Apartment|143.32530429|237.02588551
01/09/2018|01/08/2018|4|Health Care|139.95653979|257.42693647
01/09/2018|01/08/2018|5|Lodging|108.61300975|196.42483243
01/09/2018|01/08/2018|6|Industrial|143.97226193|245.8923578
01/09/2018|01/08/2018|7|Mall|123.56249278|201.04307031
01/09/2018|01/08/2018|8|Manufactured Home Park|191.70739917|349.17283722
01/09/2018|01/08/2018|9|Office|112.91696737|166.81791347
01/09/2018|01/08/2018|10|Self-Storage|178.49579057|338.56687969
01/09/2018|01/08/2018|11|Strip Center|109.7722937|190.0069547
01/09/2018|01/08/2018|12|Student Housing|148.29564403|260.16184162
01/09/2018|01/08/2018|18|Lab Space|188.13039126|322.11768742
01/09/2018|01/08/2018|20|Net Lease|98.32911411|128.11059865
01/09/2018|01/08/2018|23|Health Care - Medical Office|164.48078885|284.93090982
01/09/2018|01/08/2018|25|Health Care - Skilled Nursing|111.30872858|268.93563142
01/10/2018|01/09/2018|1|Apartment|143.32530429|237.77077184
01/10/2018|01/09/2018|4|Health Care|139.95653979|258.50701452
01/10/2018|01/09/2018|5|Lodging|108.61300975|197.25072523
01/10/2018|01/09/2018|6|Industrial|143.97226193|246.65976164
01/10/2018|01/09/2018|7|Mall|123.56249278|201.74157736
01/10/2018|01/09/2018|8|Manufactured Home Park|191.70739917|350.40375252
01/10/2018|01/09/2018|9|Office|112.91696737|167.24067085
01/10/2018|01/09/2018|10|Self-Storage|178.49579057|339.85853209
01/10/2018|01/09/2018|11|Strip Center|109.7722937|190.72283795
01/10/2018|01/09/2018|12|Student Housing|148.29564403|261.08596894
01/10/2018|01/09/2018|13|Retail|117.47363953|198.54888892
01/10/2018|01/09/2018|18|Lab Space|188.13039126|323.16591528
01/10/2018|01/09/2018|20|Net Lease|98.32911411|128.77066408
01/10/2018|01/09/2018|23|Health Care - Medical Office|164.48078885|285.83299931
01/10/2018|01/09/2018|25|Health Care - Skilled Nursing|111.30872858|270.78385094
01/10/2018|01/09/2018|31|Health Care - Senior Housing (NNN)|117.36746146|220.69492602
01/10/2018|01/09/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|225.75179405
01/10/2018|01/09/2018|100|GS Universe|131.68083109|224.65859052
01/10/2018|01/09/2018|101|GS Major Sector|129.54740618|212.38875349
01/11/2018|01/10/2018|1|Apartment|143.32530429|238.51799907
01/11/2018|01/10/2018|4|Health Care|139.95653979|259.5862074
01/11/2018|01/10/2018|5|Lodging|108.61300975|198.0800906
01/11/2018|01/10/2018|6|Industrial|143.97226193|247.42956045
01/11/2018|01/10/2018|7|Mall|123.56249278|202.44251131
01/11/2018|01/10/2018|8|Manufactured Home Park|191.70739917|351.63900708
01/11/2018|01/10/2018|9|Office|112.91696737|167.66449959
01/11/2018|01/10/2018|10|Self-Storage|178.49579057|341.15511223
01/11/2018|01/10/2018|11|Strip Center|109.7722937|191.44142729
01/11/2018|01/10/2018|12|Student Housing|148.29564403|262.00766333
01/11/2018|01/10/2018|13|Retail|117.47363953|199.26784737
01/11/2018|01/10/2018|18|Lab Space|188.13039126|324.21755426
01/11/2018|01/10/2018|20|Net Lease|98.32911411|129.43413038
01/11/2018|01/10/2018|23|Health Care - Medical Office|164.48078885|286.73584812
01/11/2018|01/10/2018|25|Health Care - Skilled Nursing|111.30872858|272.64539149
01/11/2018|01/10/2018|31|Health Care - Senior Housing (NNN)|117.36746146|221.71259268
01/11/2018|01/10/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|226.60808422
01/11/2018|01/10/2018|100|GS Universe|131.68083109|225.44882706
01/11/2018|01/10/2018|101|GS Major Sector|129.54740618|213.04815898
01/12/2018|01/11/2018|13|Retail|116.65561945|198.60182046
01/12/2018|01/11/2018|31|Health Care - Senior Housing (NNN)|117.36746146|222.73495201
01/12/2018|01/11/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|227.46762235
01/12/2018|01/11/2018|100|GS Universe|132.10369792|226.96566264
01/12/2018|01/11/2018|101|GS Major Sector|129.94895262|214.36975556
01/12/2018|01/11/2018|1|Apartment|144.13709091|240.61852735
01/12/2018|01/11/2018|4|Health Care|140.15573114|261.03935835
01/12/2018|01/11/2018|5|Lodging|109.1560748|199.9033436
01/12/2018|01/11/2018|6|Industrial|145.84390133|251.41834602
01/12/2018|01/11/2018|7|Mall|120.47343046|198.08481781
01/12/2018|01/11/2018|8|Manufactured Home Park|201.41930363|370.69266228
01/12/2018|01/11/2018|9|Office|112.99577558|168.20572058
01/12/2018|01/11/2018|10|Self-Storage|178.6508298|342.75296198
01/12/2018|01/11/2018|11|Strip Center|110.98781653|194.2825798
01/12/2018|01/11/2018|12|Student Housing|150.33359326|266.53324537
01/12/2018|01/11/2018|18|Lab Space|190.52576664|329.40072439
01/12/2018|01/11/2018|20|Net Lease|98.50683661|130.33495725
01/12/2018|01/11/2018|23|Health Care - Medical Office|164.5630207|287.78490175
01/12/2018|01/11/2018|25|Health Care - Skilled Nursing|111.30872858|274.51972945
01/01/2019|01/12/2018|1|Apartment|144.13709091|241.3750721
01/01/2019|01/12/2018|4|Health Care|140.15573114|262.14175471
01/01/2019|01/12/2018|5|Lodging|109.1560748|200.74386224
01/01/2019|01/12/2018|6|Industrial|145.84390133|252.19666879
01/01/2019|01/12/2018|7|Mall|120.47343046|198.78917853
01/01/2019|01/12/2018|8|Manufactured Home Park|201.41930363|371.94843981
01/01/2019|01/12/2018|9|Office|112.99577558|168.63774791
01/01/2019|01/12/2018|10|Self-Storage|178.66098331|344.08006469
01/01/2019|01/12/2018|11|Strip Center|110.98781653|195.00999095
01/01/2019|01/12/2018|12|Student Housing|150.33359326|267.46385639
01/01/2019|01/12/2018|13|Retail|116.65561945|199.3267114
01/01/2019|01/12/2018|18|Lab Space|190.52576664|330.48580213
01/01/2019|01/12/2018|20|Net Lease|98.50683661|131.00507935
01/01/2019|01/12/2018|23|Health Care - Medical Office|164.5630207|288.69858075
01/01/2019|01/12/2018|25|Health Care - Skilled Nursing|111.30872858|276.45170996
01/01/2019|01/12/2018|31|Health Care - Senior Housing (NNN)|117.36746146|223.82827827
01/01/2019|01/12/2018|32|Health Care - Senior Housing (RIDEA)|130.67466964|228.29001275
01/01/2019|01/12/2018|100|GS Universe|132.10407332|227.76733575
01/01/2019|01/12/2018|101|GS Major Sector|129.94895262|215.03742688
01/02/2019|01/01/2019|1|Apartment|144.13709091|242.13399554
01/02/2019|01/01/2019|4|Health Care|140.15573114|263.2492283
01/02/2019|01/01/2019|5|Lodging|109.1560748|201.58791494
01/02/2019|01/01/2019|6|Industrial|145.84390133|252.97740103
01/02/2019|01/01/2019|7|Mall|120.47343046|199.49604384
01/02/2019|01/01/2019|8|Manufactured Home Park|201.41930363|373.20847148
01/02/2019|01/01/2019|9|Office|112.99577558|169.06899799
01/02/2019|01/01/2019|10|Self-Storage|178.66098331|345.39266746
01/02/2019|01/01/2019|11|Strip Center|110.98781653|195.74012559
01/02/2019|01/01/2019|12|Student Housing|150.33359326|268.39771667
01/02/2019|01/01/2019|13|Retail|116.65561945|200.05424816
01/02/2019|01/01/2019|18|Lab Space|190.52576664|331.57977069
01/02/2019|01/01/2019|20|Net Lease|98.51650523|131.69150512
01/02/2019|01/01/2019|23|Health Care - Medical Office|164.5630207|289.61516056
01/02/2019|01/01/2019|25|Health Care - Skilled Nursing|111.30872858|278.39728711
01/02/2019|01/01/2019|31|Health Care - Senior Housing (NNN)|117.36746146|224.92697129
01/02/2019|01/01/2019|32|Health Care - Senior Housing (RIDEA)|130.67466964|229.11537643
01/02/2019|01/01/2019|100|GS Universe|132.10471428|228.57190458
01/02/2019|01/01/2019|101|GS Major Sector|129.94895262|215.70657619
01/03/2019|01/02/2019|1|Apartment|144.59353933|243.66208685
01/03/2019|01/02/2019|4|Health Care|140.70359555|265.39041374
01/03/2019|01/02/2019|5|Lodging|109.1560748|202.43551657
01/03/2019|01/02/2019|6|Industrial|147.48260339|256.60300425
01/03/2019|01/02/2019|7|Mall|119.91681233|199.28369981
