sector_id|market_id|Sector|Market|Commentary|Strength #1|Strength #2|Strength #3|Weakness #1|Weakness #2|Weakness #3
11|198|Strip Center|Oakland-East Bay|Oakland-East Bay: While the East Bay has often been overlooked by institutional capital in past cycles, exceptionally low cap rates and softening fundamentals in neighboring Bay Area markets could shift additional interest to the relatively higher going-in yields in Oakland. Though still in the early innings, if the current work from home trend continues to accelerate, Oakland could be a relative winner as renters seek cheaper alternatives to San Francisco and Silicon Valley. Near-term growth forecasts reflect slightly stronger performance relative to its Bay Area peers as a result of these developing trends. Employer interest in Oakland has grown in recent years with multiple companies (e.g., Facebook and Microsoft) expressing interest in the area, a trend that should contribute to healthy population growth. In late ’19,  Facebook announced plans to increase their footprint in the market to upwards of ~1.3M SF of office space, which appears to be moving forward as planned. Increasingly strict California regulations and NIMBYism throughout the market keep the development pipeline lower than average. The Downtown submarket, however, should continue to see elevated deliveries in the near and intermediate term as a result of its proximity to public transit and its walkability, making it an appealing location for young renters and employees commuting into San Francisco. Though going-in yields remain low, healthy intermediate- and long-term NOI growth contribute to returns that rank among the top of the pack.  |Income growth forecast remains above average with tech companies continuing to increase their presence in the market|Elevated disposable income levels |Above-average retails sales growth forecast|North Contra Costa submarket long-term growth potential weighs on the market as a whole|Above-average job losses caused by the recession |Risk-adjusted returns expected to trail the top market average
11|201|Strip Center|Orange County|Orange County: Healthy income growth and limited development have been the key drivers of Orange County’s improving apartment fundamentals in recent years. Job growth in Orange County has been mediocre of late, but the region enjoys a diversified workforce led by notable companies like Walt Disney, Boeing, and The Irvine Company. Because of the market’s housing costs, which are amongst the highest in the nation, residents are often forced to rent, creating a tailwind for apartment demand. California recently enacted a series of bills intended to address the state’s affordability issues, which may make it incrementally easier to develop apartments; however, multifamily permitting activity growth has consistently slowed over the last 3 years. In 2H’19, AB 1482 was enacted by Governor Newsom implementing statewide rent control for renewal offers on apartments that are older than 15 years. The law will be in effect beginning in January ’20 until January ‘30. Additionally, Prop 21, a measure to amend the Costa-Hawkins Rental Housing Act, will appear on the November ’20 ballot (a similar ballot measure failed in ’18), reigniting fear amongst landlords that local governments may be able to enact more restrictive forms of rent control. Investors should also be cognizant of The Irvine Company, which controls much of the region’s inventory and often influences market rents.|Highly dense and wealthy local population |Natural supply constraints - limited development historically |Strong demographics and university presence |Rising levels of minimum wage and state taxes hurt bottom line|High cost of living limits disposable income|Local and state policies tend to be unfriendly to business
11|202|Strip Center|Orlando|Orlando: Orlando is the most visited destination in the country with >70M annual visitors. With the onset of the Covid-19 pandemic, international travel has halted, damaging Orlando’s tourism-based economy and driving the unemployment rate to be among the worst of top markets in the early innings of the downturn. In recent years, Florida's business-friendly environment and the growth of the University of Central Florida have brought higher-wage jobs, such as professional services and health care, to the market, providing some insulation from Covid-19 fallout. Supply growth in Orlando is among the highest of top markets with the Southwest, South Central, and Maitland / Winter Park submarkets seeing the brunt of oncoming supply. Notable developments include downtown’s Creative Village, where UCF and Valencia’s shared campus opened in the summer of '19, bringing >7k students to downtown with long-term plans for ~15k students and >1.5k apartment units in the development. Despite supply growth concerns, investors should look to Maitland / Winter Park and South Central, particularly Thornton Park, for some of the market’s highest rents. Ultimately, investors should expect challenged near-term fundamentals as Orlando faces a tough recovery and struggles to absorb an elevated supply pipeline. In the long term, exceptional job and population growth create a healthy outlook for Orlando’s rent growth potential, though cap rates have compressed meaningfully in the market pre-Covid-19, tempering long-term return potential. |Orlando’s weather, affordability, and amenities have attracted strong millennial in-migration|Robust population growth paired with the metro’s affordability supports strong retail sales growth|Kroger and Sprouts Farmers Market are both expanding their presence, challenging dominant grocer Publix|Income growth among the lowest of top markets|Metro’s outlook through the Covid-19 pandemic is moderated by its concentration in hospitality|The Southwest Orange submarket, close to Orlando’s theme parks, to suffer from muted tourism
11|203|Strip Center|Palm Beach|Palm Beach: With population growth forecasts that best its South Florida peers and many top markets, Palm Beach is gradually evolving from a sleepy retirement town to an up-and-coming metro. Attracted to the market’s amenities, affordability, and low taxes, financial and business services companies have relocated to the metro while the hospitality and health care industries have also seen consistent growth. Virgin Trains USA now connects Palm Beach to Miami and will connect Palm Beach to Orlando in coming years. Supply growth, centered in the West Palm Beach, Lake Worth, and Boca Raton submarkets remains elevated, but has moderated after a spike in ‘17. Investors should look to the Boca Raton East submarket, which stands out for having the most educated population and the highest rents in the metro. Strong growth forecasts and a desirable lifestyle bode well for Palm Beach, ranking it above most top markets in terms of long-term rent growth potential and near-term M-RevPAF growth expectations. 	|High concentration of wealthy residents with >70k millionaire households|Infrastructure improvements from Brightline trains to decrease traffic and congestion|The Boca Raton submarket benefits from strong demographics and NIMBYism which restricts supply growth|Concentration of retirees, ~25% of the population - more than any other top market, burdens average household income|Reliant on seasonal and cyclical tourism industry|High cap-ex reserves due to hurricane risk and increased flooding in recent years
11|204|Strip Center|Philadelphia|Philadelphia: Philadelphia’s affordability versus other major East Coast markets (e.g., New York, D.C.) is a draw for some renters, but underwhelming job growth expectations sets the stage for below-average apartment fundamentals. The region’s large education and health care presence (e.g., University of Pennsylvania, Jefferson Healthcare system) provides stable employment, and a rapidly-growing life sciences industry has been a bright spot in Philly’s otherwise tepid economy, attracting strong venture capital inflows to the city (~$2.5B in ’19). The influx of tech funding paired with an abundance of local research facilities is expected to drive above-average income growth. The city’s punitive tax structure and unfriendly business environment largely limits major corporate relocations to the metro, and most cities that do set up shop choose to do so in the suburbs where taxes are less onerous. As such, there is a disconnect between where typical apartment renters live (CBD) and where the job growth is concentrated (suburbs). Investments in the city center and a drastically reduced crime rate have improved the city’s ability in retaining young talent (25-34 age cohort population growth has outpaced the overall average), but total population trends still prove worrisome. Philly’s capital flows are better than the city’s historic record, driven by smaller investors expanding outside of the surrounding metros in search of higher going-in yields.|Pockets of affluence boost TAP Scores in certain submarkets (e.g., King of Prussia, Lower Merion, Horsham)|Strong suburban purchasing power|Diverse economy supports stable income growth|Concerning population growth trends|Elevated vacancies and weak pricing power will likely hurt M-RevPAF growth in the near term|Outsized number of small business closures in Old City in ‘20; landlords may have trouble backfilling vacant space
11|205|Strip Center|Phoenix|Phoenix: Phoenix apartment fundamentals are bolstered by top-ranked job and population growth expectations. As a low-cost alternative to major California markets, Phoenix continues to draw residents from its neighbors to the west. Infosys, an IT services company, will move into the newly-delivered Novus Innovation Corridor in the North Tempe submarket once offices are able to reopen and intend to bring ~1k jobs to Phoenix by ’23. As additional companies are attracted to Tempe, apartment demand in the North and South Tempe submarkets should increase due to the walkable, urban amenities, and access to various transit alternatives. The Roosevelt Row (RoRo) neighborhood in the Downtown submarket is an up-and-coming neighborhood that is growing in popularity. Demand in Phoenix is expected to continue outpacing the high levels of supply for now, leading to relatively high levels of near-term M-RevPAF growth. Over longer periods of time, supply will likely catch up with demand, resulting in average long-term growth prospects. |Healthy near-term retail sales growth expectations are supported by strong population growth forecasts|Long-term return expectations are aided by above-average going-in yields and long-term growth forecasts|As a growing leisure-travel destination, tourism spending should increase in the market|Wealth is concentrated in very few submarkets (e.g., Scottsdale) with mediocre spending power in the market|Low barriers to entry; new supply primarily concentrated in the Mesa and Chandler / Gilbert submarkets|Weaker TAP scores in the Mesa, Midtown, and West Valley submarkets
11|206|Strip Center|Pittsburgh|Pittsburgh: Investors should exhibit cautious optimism when considering the “Steel City’s” apartment sector. While the Pittsburgh economy lags nearby East Coast metros due to its dependence on low-growth industries, a strong university system supports the nascent tech industry that is slowly gaining traction in the metro. Though employers like Apple, Facebook, and Google recruit from these universities that specialize in artificial intelligence, life sciences, and robotics projects, overall employment growth in other sectors remains poor and Pittsburgh’s tech scene is still growing off a low base. Much of the development and transactions in the apartment sector occur in the CBD and Oakland / East End submarkets. Here, investors find the highest rent growth potential while still yielding attractive going-in cap rates. These submarkets are changing from aging industrial buildings to new office and apartment developments. The $273M “3 Crossings” master plan is set to build 2 apartment buildings with ~300 units by ‘21, among other developments. Despite these emerging positive trends, caution should be exhibited as the metro battles high millennial out-migration rates as graduates from the metro’s elite university systems look toward more desirable markets for employment. Additionally, rent growth is limited by the metro’s lack of supply constraints and inexpensive home prices, which drive high homeownership rates. Pittsburgh displays one of the highest economic cap rates in the nation, but worrying long-term growth prospects deserve a watchful eye.|Dense population in Pittsburgh / Oakland submarkets provides strong foot traffic|Influx of tech and pharmaceutical jobs could boost economy|Improving income growth and low cost of living leads to above-average consumer spending power|Below-average TAP scores demonstrate weak fundamentals in many submarkets|Minimal supply barriers hinder pricing power over the long term|Economic dependence on low-paying sectors 
11|207|Strip Center|Portland|Portland: Portland’s apartment fundamentals are driven by solid job and population growth among young adults looking for relative affordability and a high quality of life. The significant in-migration has resulted in robust rent growth over the last few years; however, developers have quickly caught on. Completions in ’19 reached an all-time high and while fewer new starts are now expected because of Covid-19, projects still in the pipeline will likely outpace demand in the coming years. Portland’s decision to enact statewide rent control has garnered national attention, and while the long-term impact of the new law remains unknown, it is expected to have a minimal effect on short-term apartment fundamentals since the 7+% inflation rent cap is far above rent growth projections. The concern lies within whether it will lead to tighter limits down the road that would negatively impact investors' ability to increase rents, hurting overall returns. A recently-passed measure that requires cities with >25,000 people to allow duplexes, triplexes, and quadplexes in areas zoned for single-family suggest already-low barriers to supply will ease further.	|Population gain and above-average income growth will continue to be a tailwind for retail consumption in the metro|Strong strip center demand from local restaurants, coffee shops, and microbreweries; part of Portland’s culture / draw|The CBD and Tigard submarket, which boast the highest TAP scores, should continue to see the highest rent growth|Increased support for tax increases, which could pressure business and personal income|Economic growth and the high-growth technology sector to lag larger West Coast markets|The Vancouver submarket, which resides in Washington and is subject to sales tax, often sees residents’ cross border to shop
11|209|Strip Center|Raleigh-Durham|Raleigh-Durham: Raleigh’s demographic profile has improved meaningfully after benefiting from exceptional employment growth over the last cycle and experiencing an influx of younger age cohorts. The recent demographic trends are expected to continue with near-term employment growth forecasted to be amongst the strongest of our top markets. Proximity to top universities, affordable living costs, and desirable submarkets are some of the key factors behind Raleigh’s strong population growth and domestic in-migration trends. As a result of strengthening demographics, M-RevPAF growth forecasts are expected to outperform most of our top markets. Raleigh’s booming apartment demand, however, has not been overlooked by local developers, and with low barriers to development, supply growth should continue to restrain rent growth over the next few years. One notable project contributing to the elevated supply pipeline in ’20 and ’21 includes Midtown Exchange, a $1B mixed-use project that will include ~1,300 new apartment units. Strong long-term growth forecasts offset low going-in yields following cap rate compression in recent years, resulting in solid return expectations. |Employment growth aided by life sciences / tech sector is expected to keep consumer strong|Retail spending to outperform national average by ~2x in ‘21, benefitting from a specialized labor force|Relatively strong occupancy levels supported by a lack of recent supply growth|Population density at the bottom of top markets, particularly within the Chapel Hill and Northeast Raleigh submarkets|High millennial population growth suggests higher ecommerce adoption|Public transportation currently not comparable to similar metros, hampering retail accessibility
11|210|Strip Center|Richmond|Richmond: A relatively affordable lifestyle and decent Fortune 500 presence drive apartment demand in Richmond, including headquarters for notable companies such as Altria and Carmax. The local economy relies heavily on business services and government jobs. Despite the region’s favorable cost of business, job growth has lagged behind the top market average consistently since mid-’16 (though the trend  somewhat reversed in 1H’20). The departure of Building Commissioner Douglas Murrow in ’18, whose stringent policies and slow-moving approval procedures were a source of headaches for local developers, has already increased the ease of real estate construction and led to a record-high development pipeline. Approval of ~$3M in tax breaks for Lynx Venture’s proposed 165-unit building in the Downtown / The Fan submarket is emblematic of the city’s new pro-development policies. Revitalization efforts in the Scott’s Addition neighborhood and the Downtown / The Fan submarkets has attracted an influx of millennials. An attractive going-in yield slightly offset by below-average long-term NOI growth expectations results in a solid return profile for apartment investors.|Pockets of affluence drive strong TAP Scores in Innsbrook, West End, and Glenside submarkets|Growing demand from grocers provides backfill option for big box vacancies|Diverse and resilient economy with a below-average unemployment rate|Below-average spending power per square foot|Mediocre job growth and income growth expectations |Below-average supply barriers and above-average supply growth expectations relative to the top markets
11|212|Strip Center|Sacramento|Sacramento: Fundamentals in Sacramento appear to be holding up nicely, with near-term M-RevPAF growth forecasted to outpace most top markets. As the Golden State capital, Sacramento benefits from strong and resilient employment in the public sector which has contributed to steady income growth over the last several years. The University submarket is likely to outperform others in Sacramento over the long term due to a denser population base and large presence of a younger renting cohort. As NIMBYism remains a significant impediment and lower rents make developments difficult to pencil, the supply pipeline is forecasted to remain relatively low. Though Sacramento struggles to compete with San Francisco and Silicon Valley for prominent tech interest, accelerating work from home trends could drive renter demand as employees are able to live further from their jobs and enjoy cheaper rents and  larger spaces. This trend has yet to fully play out and has room to run, thus long-term rent expectations in the market remain in line with the top markets. With high going-in yields relative to other California markets and healthy growth expectations, Sacramento boasts among the highest expected returns across the top markets. |Above-average retail sales growth forecasts over the near term|Folsom and Roseville submarkets benefit from affluent populations relative to other submarkets|Sprawling metro with relatively dense populations throughout the suburbs boosts demand across the market|A lack of growth in high-paying industries (i.e., TAMI) limits near-term income growth|Weaker demographics hinder long-term rent growth prospects relative to Bay Area peers|Low TAP scores in the Rancho Cordova submarket
11|213|Strip Center|Salt Lake City|Salt Lake City: Salt Lake City’s economy continues to diversify as companies from various sectors are drawn to the metro’s business-friendly environment and deep talent pool. A large portion of the market’s strong population growth is concentrated among younger age groups who are attracted to the lifestyle and job market, fueling demand for apartments in the CBD submarket due to the close proximity to many offices and the relatively urban, walkable location. Developers have responded to this demand with the construction of notable developments including The Block 67 project and The Exchange, which will add a combined ~1k units by ‘21. Many of these luxury apartments are highly amenitized developments targeting millennials and new residents, but ~80 apartments in The Exchange will be left for affordable housing. Developers will be able to keep the vast majority of units at market rates, though, as the Utah government did not pass a bill to give cities the choice to impose rent control in 1Q’20. The flood of supply in the market has dampened what would have been otherwise robust fundamentals the last three years, but favorable demand should be more than enough to absorb units that deliver over the next few years. Long-term NOI growth is aided by solid fiscal health and the metro’s relative desirability, and a high initial yield combined with a favorable growth outlook make for attractive potential long-term returns. |Income growth supported by high-paying diverse economy|Tourism spending drawn to Murray / Cottonwood and Sandy / Draper submarkets|Low cost of living and higher household income leads to good TAP scores for the market|High supply growth hurts an already over-retailed market|Local culture places a high value on frugality|Growing millennial population is more attracted to online shopping
11|214|Strip Center|San Antonio|San Antonio: Despite recent positive demand trends, the San Antonio apartment sector continues to face fundamental pressure stemming from the region’s housing affordability and lack of supply barriers. The metro has been a beneficiary of the fracking boom which has increased job and population growth, and it has also seen an increase in higher paying health care jobs; significant investment has been made to improve / expand health care facilities. Four large military bases provide stability and promote economic activity. Current rent and occupancy remain depressed from a large wave of new deliveries that hit the market in ’16 and ’17 during the energy recession, but stable demand supported by its exposure to the military has caused near-term M-RevPAF growth forecasts to be among the best of the top markets. Supply pipelines remain large in the near-term, while longer term, low barriers to entry, low levels of human capital, and large pockets of crime / poverty contribute to San Antonio’s mediocre long-term NOI growth prospects. The northern submarkets are better positioned than their southern counterparts, with the Northeast submarket standing out as a cut above the rest given its superior demographics. In aggregate, San Antonio screens middle-of-the-pack as compared with the rest of the top apartment markets regarding return expectations.|Higher population density drives high TAP scores in the Northwest submarket|Non-cyclical nature of economy provides stability|City offers cash incentives for small businesses|Majority of submarkets lack high disposable income|Limited supply barriers|Weak spending power per square foot driven by lack of skilled labor pool
11|215|Strip Center|Inland Empire|Inland Empire: With rental rates and home prices in Los Angeles and Orange County among the highest in the nation, many have turned to the neighboring Inland Empire as a cheaper housing alternative which has resulted in strengthening apartment fundamentals for the metro. The region’s position as a prominent west coast logistics hub has created thousands of new jobs—resulting in above-average population growth—and continues to drive decent housing demand. Chino and Corona, the closest submarkets to LA and OC, have seen the strongest renter demand due to above-average income levels and rising home prices. Given a severe housing shortage and overall lack of affordability, in 2H’19 AB 1482 was enacted by Governor Newsom implementing statewide rent control for renewal offers on apartments that are older than 15 years. The law will be in effect from January ’20 through January ‘30. Additionally, Prop 21, a measure to amend the Costa-Hawkins Rental Housing Act, will appear on the November ’20 ballot (a similar ballot measure failed in ’18), reigniting fear amongst landlords that local governments may be able to enact more restrictive forms of rent control. On the supply front, development has been dormant for much of this cycle, with most new deliveries being garden-style multifamily units. Single-family affordability and low-wage job growth relative to other Southern California metros will be among the largest long-term headwinds for apartment owners versus most West Coast markets.|Palm Springs submarket benefits from the concentration of resorts and year-round tourists|Pockets of affluence and higher levels of disposable income in the Southwest Riverside County submarket |Low-cost alternative to OC, LA and SD|Very low spending power PSF|Educational attainment levels lag the top market average |Job growth concentrated in lower paying and often temporary employment opportunities 
11|216|Strip Center|San Diego|San Diego: San Diego is consistently recognized as one of the most desirable places to live in the U.S. because of its pleasant climate, healthy demographics, and 70 miles of picturesque coastline. Fundamentals are supported by the strong university network that retains ~50% of students as full-time residents post-graduation, and home prices that remain unaffordable for recent graduates and most young families. The market is home to an array of headquarters including Sempra Energy and Qualcomm, along with a variety of employers that are drawn to San Diego’s talented workforce. New, highly amenitized supply growth is concentrated in the Downtown submarket, which has the lowest homeownership rate in San Diego at ~20%. San Diego has high supply constraints due to natural and legislative barriers. In Downtown San Diego, developers must comply with a 500-ft cap on buildings because of its close proximity to the airport. In 2H’19, AB 1482 was enacted by Governor Newsom implementing statewide rent control for renewal offers on apartments that are older than 15 years. The law will be in effect beginning January ’20 until January ‘30. Additionally, Prop 21, a measure to amend the Costa-Hawkins Rental Housing Act will appear on the November ’20 ballot (a similar ballot measure failed in ’18), reigniting fear among landlords that local governments may be able to enact more restrictive forms of rent control. |High-paying industries lead to higher resident incomes|Affluent submarkets (La Jolla / North Beaches)|Strong natural supply barriers are furthered by high land costs|Slow total population growth forecasts through ‘25|Below average TAP scores in the El Cajon submarket largely due to lower education levels and household incomes|San Diego County carries an above-average sales tax relative to other top markets and rest of California
11|217|Strip Center|San Francisco|San Francisco: As a top tech hub with exceptionally high income levels, stable employment forecasts and one of the most educated population bases in the country, San Francisco remains among the most expensive places to rent. San Francisco continues to be one of the most difficult cities to build in, with NIMBYism, as well as geographic and regulatory barriers to development, impeding new supply. Political risk remains significant in the market as California, especially as leaders in Los Angeles and San Francisco, continue to tilt more populist and implement new legislation accordingly. Though Prop 10 (repeal of Costa-Hawkins Act, which limits the scope of rent control) lost in ‘18, the passage of AB 1482 in the state of California (limits annual rent increases to 5%),  took effect in early ’20. Similar campaigns are likely to pop up over the next several years with the most notable one being another potential repeal of Costa-Hawkins revisiting the ballot in November ‘20. Despite developing legislative headwinds, San Francisco’s long-term rent growth is likely to outperform most top markets largely as a result of the regulatory constraints and strong human capital. Further, homeownership in the Bay Area remains out of reach for many, especially in San Francisco, where the median home price reaches >$1M. It is worth noting that as work from home trends accelerate and companies (e.g., Facebook and Twitter) formulate plans for at least a portion of employees to permanently work remote, San Francisco’s high exposure to the tech industry may become a growing concern. Though going-in yields are low, elevated long-term NOI growth projections boost San Francisco toward the top of our return expectations across the  top markets. |High income boosts disposable income levels |Strong demographics drive high TAP Scores - indicative of a healthy strip center demand profile|Healthy retail sales growth expectations|Extremely high cost of living weighs on consumers' bottom line|Low cap rates weigh on return profile |Dense, affluent population primed for high ecommerce use
11|218|Strip Center|San Jose|San Jose: Big tech firms and their educated and well-compensated workforce drove much of the success in the South Bay market over the last cycle. In late ‘19, Facebook and Google announced plans to expand their presences by a combined ~8M SF in San Jose, creating space for an additional ~35k employees in the market. With multiple companies, including Facebook, expressing plans to shift a portion of employees to remote work solutions permanently, it remains unclear what portion of these jobs will be in the office full time as the secular shift to working from home continues to play out. In an attempt to improve the Bay Area housing crisis, Facebook, Google, and Apple have each pledged $1B to build additional housing and keep further home price appreciation at bay. Additional infrastructure projects include the ~$5.5B Silicon Valley BART expansion which will connect Oakland to San Jose and allow the workforce to travel between the metros more easily. Though affordable housing initiatives have become seemingly ubiquitous across California, favorable regulatory barriers remain in place, limiting future market rate supply growth. . While San Jose had been a relative winner of migration trends throughout much of the last cycle, near-term population growth forecasts appear to be in line with our top market average stemming from uncertainty related to the work from home shift. Though going-in yields remain low, and near-term growth prospects are stunted, strong long-term growth forecasts contribute to healthy return expectations.|Strong demographics contribute to healthy fundamentals |High-earning individuals bolster disposable income levels|Strong demographics drive high TAP Scores - indicative of a healthy strip center demand profile |High volatility increases downside risk|Low cap rates weigh on return expectations|Population growth expected to slow 
11|219|Strip Center|Seattle|Seattle: The prominence of giant tech firms, including Amazon, Microsoft, and Google, continue to drive high-paying job growth to the region. Apartment fundamentals have greatly benefited from the rapid expansion of these tech companies as they compete for top talent in the metro. Just within the past year, Apple, Amazon, and Expedia have added a combined ~6,000 jobs to Seattle, primarily concentrated in the South Lake Union and Bellevue submarkets. Institutional capital interest in the region has ramped— and with it came a wave of new development. The South Lake Union, Bellevue, and Central submarkets, Seattle’s most expensive areas, are seeing the highest new supply, likely causing rent growth to slow as developments are completed. In addition, legislation was passed in ‘19 that will lower barriers to supply in several submarkets. Microsoft announced plans to invest $500M to provide affordable housing in the Kirkland, Bellevue, and Federal Way submarkets. Individuals looking for rent relief from Seattle’s most expensive areas are fueling new demand and boosting fundamentals in the submarkets of Everett, Kent, and Federal Way. Despite weakening demand from the impacts of the pandemic, Seattle’s long-term growth and return expectations are among the best relative to other coastal markets.  |Significant in-migration; recognized as an attractive and desirable place to live|Strong personal income growth continues to bolster above-average retail sales growth|Amazon increasingly taking up space for food stores and larger “Amazon Go” formats|Uncertainty surrounding the metro’s economic health; could lead to higher taxes, reducing disposable income|Permanent closures of mom and pop restaurants / stores will weigh heavily on long-term growth potential|Large millennial presence may lead to increased online sales penetration, hurting brick and mortar
11|220|Strip Center|St. Louis|St. Louis: Fundamentals in St. Louis remain uninspiring as the market’s high exposure to low-growth sectors, such as manufacturing and trade, have rendered the local economy a laggard in terms of GDP and employment growth relative to other Midwest markets. While supply barriers remain low with few regulatory or geographic constraints, low growth and minimal demand have kept new development at bay. Given the market’s poor performance amidst a tepid supply pipeline, this trend is worrisome for local owners. Employment growth, which had been sluggish throughout most of the last cycle, will likely prove even more troublesome as employment trends are expected to slow amid the ongoing recession. A bright spot for the region has been Boeing and GM’s continued investment in the market; Boeing’s regional workforce has expanded by 2k jobs over the last couple years and GM recently invested $1.5B into their Wentzville truck factory. It remains to be seen how Boeing’s ongoing 737 troubles, further exacerbated by the current pandemic which has significantly reduced travel demand, will impact local hiring. Further headwinds for the St. Louis apartment market include an aging and stagnant population base as well as very affordable single-family homes. Relatively high going-in yields offset weak intermediate and long-term growth forecasts which results in a return profile that is expected to be in line with our top market average.|Local demographics skew older and may have lower propensity to shopping online|High TAP scores among REIT-owned properties aided by income levels in Clayton / Mid-County submarket|Few new development proposals have been made in recent years|Uninspiring job and population growth offer few opportunities for demographic improvement|Retail sales growth has lagged top markets by >75 bps annually since ’10 and is expected to trail average through ’25|Undesirable market overall; high crime and poor K-12 schools
11|225|Strip Center|Tampa-St. Petersburg|Tampa-St. Petersburg: Tampa’s strong population growth is largely driven by retirees, which tempers otherwise bright fundamentals. Law firm Baker McKenzie will open an innovation hub that will bring ~300 jobs to the Central Tampa submarket, and the health and life science research presence around the Moffitt Cancer Center continues to grow with Swedish biotech company Vycellix choosing Tampa for its U.S HQ. Supply growth in Tampa surpasses the top market average with new deliveries centered in the Central Tampa and Central St. Petersburg submarkets. In Central Tampa, investors should be wary of Midtown Tampa and Water Street, 2 mixed-use developments currently under construction that will bring ~1.7k units to the submarket. While traditionally a favorite for its healthy demographics, the Southwest Tampa submarket is also facing more supply. The Westshore Marina District has started construction and will add >1k apartments and condos, retail space, and a marina to the Southwest submarket. With an economy driven by local services and overall less sensitive to Covid-19 risk, Tampa is expected to perform well over the next 5 years, resulting in above-average M-RevPAF growth expectations. Over the long term, Tampa’s population growth and status as a desirable coastal market mitigate the effects of oversupply to support healthy long-term NOI growth for Tampa apartments.|Favorable population density in Pinellas county and Southwest Tampa will support sales productivity|Growing population has kept occupancy among highest of top markets|Outperforming labor market in ’20 aided by defensive job market composition supports consumers|Historic dependence on tourism spending places uncertainty in retail sector|Development in Midtown with ~1.8M SF of space expected in ’21, largely comprised of grocer / restaurant space|Poor Human Capital Score with household income distribution tilting toward lower earners
11|1264|Strip Center|Honolulu|Honolulu: As one of the world’s top tourist destinations, the Honolulu economy primarily relies on the leisure and hospitality sectors which have faced large recent headwinds due to Covid-19. The island’s isolated location and high-cost environment make it difficult for businesses to justify moving into the market, leading to limited employment growth in other sectors. The ever-rising cost of living has led to population declines in recent years, and much of the loss has been concentrated in the 34-and-below age group. Despite these negative tailwinds, limited supply insulates apartment fundamentals on the island. The strict entitlement and permitting processes, along with high land prices, make development time consuming and pricey. To make up for affordability issues on the island, the local government is working to ease supply barriers. Recent legislation (Bill 7) was approved in ‘19 in hopes of encouraging the development of more affordable housing for Honolulu residents. The new law allows higher density apartments to be built on lots of <20k SF in exchange for requirements to charge rates deemed affordable on at least 80% of the units. Douglas Emmett is also in the process of converting a ~490k SF office building into ~500 apartment units over the next few years in the Central Honolulu submarket. An unclear outlook for the Honolulu economy, out-migration, and easing supply barriers call for intermediate-term growth to remain among the lowest of the top markets, hindering the island’s risk-adjusted return expectations. |Ecommerce penetration is limited by 3-7 day shipping versus same day delivery on the mainland|The Central Honolulu and Waikiki submarkets are aided by high levels of population density|The retiree population should continue to grow at a steady clip over the next 5 years|Near-term retail sales are expected to lag the top markets due to the uncertain outlook for tourist spending|High cost of living weakens spending power for residents; cost of living continues to increase|The recovery of island retailers has lagged their mainland peers as tourist spending has yet to resume
11|1282|Strip Center|Columbus|Columbus: While the capital of Ohio is economically outperforming its Midwest peers, decelerating job growth in the FIRE and TAMI sectors coupled with a lack of supply barriers limit long-term prospects for Columbus. The city’s strengths lie in the large presence of Fortune 500 companies that have helped attract young talent and greatly contributed to the metro’s economic growth. Ohio State University, one of the largest universities in the U.S., also provides a strong base of educated professionals (~40% of graduates stay in Columbus). Developers have been actively adding new supply to the metro as strong in-migration and business expansions have increased apartment demand. Most of the new supply is concentrated in the University / Downtown submarket, where demand for mixed-use space has accelerated. If job growth continues to meaningfully decline in high-paying industries, the significant supply pipeline may dampen future apartment fundamentals, especially as the long-term effects of Covid-19 are felt. Investors should also be wary of affordable single-family housing placing a cap on rent growth. Overall, Columbus’ educated workforce and millennial population are helping apartment demand, but low barriers to entry limit long-term NOI growth and return expectations.	|Low unemployment and strong demographics in the Delaware County submarket lead to higher TAP Scores (>80)|Strong presence of government jobs provides economic stability |Stable fiscal health will aid the local economy |Low household incomes, particularly in the Downtown submarket, decrease discretionary spending |Weak pricing power is reflected in low historical rent growth |Below-average population density and median household income dampens the demand profile 
11|1316|Strip Center|Dallas / Fort Worth|Dallas / Fort Worth: The sprawling DFW metro has many strong demand drivers but is still susceptible to large waves of new supply. DFW continues to be an attractive business destination as employers are drawn to the region’s business-friendly environment, affordability, and centralized location, and the quality of job growth has improved in recent years with higher paying finance and tech job growth gaining momentum.  Low physical and regulatory barriers to entry have resulted in inflated supply pipelines and a deluge of new deliveries. These units are being matched with robust demand, resulting in average intermediate-term M-RevPAF growth forecasts. Long-term NOI growth is negatively impacted by the ease with which new supply can be added to the market. A significant portion of new supply is focused in the northern neighborhoods of Plano / Frisco and in the University Park submarket. Given current pricing and the healthy intermediate outlook, returns are expected to be around the top market average. |Northern submarkets possess higher household incomes and submarket grades (e.g., Frisco, McKinney / Allen)|Diversified economy provides stability|TAP scores for assets in the University Park submarket lead the metro area|The southern submarkets possess low TAP scores|Low supply barriers hinder rent growth by matching demand with fresh supply over the long-term|Income growth forecasts for the market remain muted
